Case Status,Legislation,Case Reference,Received Date,Received FY,Received FY Month,Received Qtr,Completed Date,Completed FY,Completed Qtr,FY Completed Month,Sector,SubSector,Decision Primary Reason,Submitted About Account,Decision,Decision Detail1,Decision Detail2
Completed,Hybrid,IC-103543-M9Y9,28/04/2021,2021/22,01-Apr,Q1,21/04/2022,2022/23,Q1,01-Apr,General business,Not for profit companies,Art 17(1)(b) - Consent withdrawn,Common Law Courts,Informal action taken,Potential infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-149283-P3V4,07/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,"Finance, insurance and credit",Debt collection/tracing,Unassigned,CreditLink Account Recovery Solutions Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-151807-T5D9,20/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,General business,Supplier of services,Art 17(1) - Right to erasure,CV Library Ltd,Informal action taken,Potential infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-151091-K9Y0,18/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Land or property services,Building and property construction,Art 5(1)(d) - Accuracy principle,Dandi Living Ltd,Informal action taken,Infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-146466-B1K8,16/12/2021,2021/22,09-Dec,Q3,21/04/2022,2022/23,Q1,01-Apr,Central Government,Government Department,Art 5(1)(f) - Integrity and confidentiality principle,Department for Communities,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-143073-Z1G7,30/11/2021,2021/22,08-Nov,Q3,21/04/2022,2022/23,Q1,01-Apr,Membership association,Employment and Trade Unions,Art 16 - Right to rectification,Devon & Cornwall Police Federation,No Further Action,No infringement,No action
Completed,Hybrid,IC-150278-G5B6,14/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 32 - Security of processing,Discretionary Assistance Fund,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-137609-Z2B6,28/10/2021,2021/22,07-Oct,Q3,21/04/2022,2022/23,Q1,01-Apr,"Finance, insurance and credit",Insurance,Art 32 - Security of processing,Domestic & General Group Ltd,Informal action taken,Infringement,DP complaint resolved by org
Case Officer Review Completed,Hybrid,IC-120387-C0H7,06/07/2021,2021/22,04-Jul,Q2,21/04/2022,2022/23,Q1,01-Apr,Utilities,Utility companies,Art 15 - Right of access,Dwr Cymru Cyfyngedig (Welsh Water),No Further Action,No infringement,No action
Completed,Hybrid,IC-147500-Z1B5,22/12/2021,2021/22,09-Dec,Q3,21/04/2022,2022/23,Q1,01-Apr,Transport and leisure,Holiday providers and services,Art 15 - Right of access,Experience it now travel,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-145404-H1P0,11/12/2021,2021/22,09-Dec,Q3,21/04/2022,2022/23,Q1,01-Apr,Online Technology and Telecoms,Social media,Art 15 - Right of access,Facebook UK Ltd,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-152918-F7B7,28/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Regulators,Ombudsman,Art 5(1)(d) - Accuracy principle,Financial Ombudsman Service Limited,Informal action taken,Infringement,DP complaint resolved by org
Completed,Hybrid,IC-152675-P7T4,28/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Regulators,Ombudsman,Art 15(3)(1) - Provide a copy of the personal data,Financial Ombudsman Service Limited,Informal action taken,Infringement,More work for org - contacted to raise awareness of ind complaint
Review Completed,Hybrid,IC-122169-X7H8,04/08/2021,2021/22,05-Aug,Q2,21/04/2022,2022/23,Q1,01-Apr,Transport and leisure,Passenger transport,Art 15 - Right of access,First MTR South Western Trains Limited,No Further Action,No infringement,No action
Review Completed,Hybrid,IC-145184-Y4S9,10/12/2021,2021/22,09-Dec,Q3,21/04/2022,2022/23,Q1,01-Apr,Transport and leisure,Aviation,Art 6 - Lawfulness of processing,GEORGE BEST BELFAST CITY AIRPORT LTD,No Further Action,No infringement,Good practice advice provided
Completed,Hybrid,IC-151457-J3Z3,21/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Education and childcare,Community School,Art 15(3)(1) - Provide a copy of the personal data,Gillshill Primary School,No Further Action,No infringement,No action
Completed,Hybrid,IC-147952-T2H8,27/12/2021,2021/22,09-Dec,Q3,21/04/2022,2022/23,Q1,01-Apr,Online Technology and Telecoms,Search engines,Art 17(1)(c) - Objection,Google UK Limited,No Further Action,No infringement,No action
Completed,Hybrid,IC-154197-N1Y3,04/02/2022,2021/22,11-Feb,Q4,21/04/2022,2022/23,Q1,01-Apr,Online Technology and Telecoms,Search engines,Art 17 - Right to erasure,Google UK Limited,No Further Action,No infringement,No action
Completed,Hybrid,IC-150371-Q6X1,17/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Education and childcare,Unassigned,Art 6 - Lawfulness of processing,Grasvenor Avenue Infant School Academy Trust,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-145743-G3Y2,14/12/2021,2021/22,09-Dec,Q3,21/04/2022,2022/23,Q1,01-Apr,Transport and leisure,Entertainment providers,Art 32 - Security of processing,Greene King Brewing and Retailing Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-150985-V3N3,18/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Education and childcare,Unassigned,Art 15(3)(1) - Provide a copy of the personal data,Greenwood Academies Trust,Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-152401-W3C3,25/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Local government,Social services,Art 16 - Right to rectification,Hampshire Children's Services,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-149691-W8G0,10/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Legal,Unassigned,Art 15(3)(1) - Provide a copy of the personal data,Harper Macleod LLP,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-144316-J8B6,05/12/2021,2021/22,09-Dec,Q3,21/04/2022,2022/23,Q1,01-Apr,Retail and manufacture,Manufacturing,"Art 5(1)(a) - Lawfulness, fairness and transparency principle",Hitachi Rail Limited,No Further Action,No infringement,Good practice advice provided
Completed,Hybrid,IC-151920-Z3Y9,23/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 5(1)(f) - Integrity and confidentiality principle,Inverclyde Council,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-146266-Q4W9,16/12/2021,2021/22,09-Dec,Q3,21/04/2022,2022/23,Q1,01-Apr,Retail and manufacture,Supplier of services,Art 15(1)(g) - Source of personal data,IQPC Limited,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-157117-J1Q5,21/02/2022,2021/22,11-Feb,Q4,21/04/2022,2022/23,Q1,01-Apr,Retail and manufacture,Supplier of goods,Art 5(1)(f) - Integrity and confidentiality principle,JD Sports Fashion PLC,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-149347-L3V9,08/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Transport and leisure,Holiday providers and services,Art 15 - Right of access,JET2HOLIDAYS LIMITED,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-138500-L1W2,03/11/2021,2021/22,08-Nov,Q3,21/04/2022,2022/23,Q1,01-Apr,Retail and manufacture,Supplier of services,Art 15 - Right of access,Just Eat Holding Limited,Informal action taken,Infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-154043-X4G1,03/02/2022,2021/22,11-Feb,Q4,21/04/2022,2022/23,Q1,01-Apr,General business,Supplier of services,Art 17(1) - Right to erasure,Kamio Ltd,No Further Action,Unassigned,Unassigned
Completed,Hybrid,IC-150477-D2G1,17/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Political,Political Party,Art 15 - Right of access,Labour Party,No Further Action,No infringement,No action
Completed,Hybrid,IC-150913-R9N6,18/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Political,Political Party,Art 15 - Right of access,Labour Party,Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-150921-X4X7,18/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Political,Political Party,Art 15 - Right of access,Labour Party,Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-151026-P8T3,19/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Political,Political Party,Art 15 - Right of access,Labour Party,Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-151784-T1D6,21/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Land or property services,Estate agency / letting agency,Art 5(1)(f) - Integrity and confidentiality principle,Leaders Letting Agents,Informal action taken,Infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-149407-N8Q5,08/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,"Finance, insurance and credit",Lenders,Art 15 - Right of access,Lendable Ltd,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-152722-Z2C7,28/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,"Finance, insurance and credit",Banks and Building Societies,Art 5(1)(f) - Integrity and confidentiality principle,Lloyds Banking Group PLC,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-156606-V6N7,17/02/2022,2021/22,11-Feb,Q4,21/04/2022,2022/23,Q1,01-Apr,"Finance, insurance and credit",Banks and Building Societies,Art 16 - Right to rectification,Lloyds Banking Group PLC,No Further Action,No infringement,No action
Completed,Hybrid,IC-151683-B0N5,21/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Land or property services,Housing association,Art 15(3)(1) - Provide a copy of the personal data,London & Quadrant Housing Trust,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-135719-Y7L3,18/10/2021,2021/22,07-Oct,Q3,21/04/2022,2022/23,Q1,01-Apr,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 32 - Security of processing,London Borough of Croydon,Informal action taken,Infringement,DP complaint resolved by org
Completed,Hybrid,IC-137307-Q1C4,27/10/2021,2021/22,07-Oct,Q3,21/04/2022,2022/23,Q1,01-Apr,Central Government,Government Department,Art 5(1)(f) - Integrity and confidentiality principle,Ministry of Justice (MoJ),No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-151012-N8M1,19/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Central Government,Government Department,Art 5 - Principles relating to processing of personal data,Ministry of Justice (MoJ),No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-146199-F8T1,16/12/2021,2021/22,09-Dec,Q3,21/04/2022,2022/23,Q1,01-Apr,General business,Supplier of services,Art 5(1)(f) - Integrity and confidentiality principle,MyRegData Ltd,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-148788-H3Q0,05/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Health,Public health,Art 32 - Security of processing,NHS England,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-150040-Z3D6,12/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Health,Secondary care,Art 5(1)(c) - Data minimisation principle,North Bristol NHS Trust,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-151786-M1P7,20/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,General business,Recruitment agencies,Art 17(1) - Right to erasure,North Point Recruitment Ltd,Informal action taken,Potential infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-143919-Y7T5,01/12/2021,2021/22,09-Dec,Q3,21/04/2022,2022/23,Q1,01-Apr,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 15(3)(1) - Provide a copy of the personal data,Northumberland County Council,No Further Action,No infringement,No action
Completed,Hybrid,IC-145913-Z6H1,14/12/2021,2021/22,09-Dec,Q3,21/04/2022,2022/23,Q1,01-Apr,Land or property services,Estate agency / letting agency,Art 32 - Security of processing,Northwood (Eastbourne) Ltd,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-123634-P7C2,09/08/2021,2021/22,05-Aug,Q2,21/04/2022,2022/23,Q1,01-Apr,Local government,City Council,Art 15 - Right of access,Nottingham City Council,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-151967-D9X2,23/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Legal,Legal professionals,Art 15(3)(1) - Provide a copy of the personal data,O'Neill Patient Solicitors LLP,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-154193-V8B7,03/02/2022,2021/22,11-Feb,Q4,21/04/2022,2022/23,Q1,01-Apr,Retail and manufacture,Supplier of goods,"Art 5(1)(a) - Lawfulness, fairness and transparency principle",Optimize Smart,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-151628-M0P1,18/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Health,Secondary care,Art 15 - Right of access,Oxleas NHS Foundation Trust,Informal action taken,Potential infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-154326-X1J3,05/02/2022,2021/22,11-Feb,Q4,21/04/2022,2022/23,Q1,01-Apr,Transport and leisure,Parking,Art 5 - Principles relating to processing of personal data,Parking Control Management (UK) Ltd,No Further Action,No action,Insufficient information to proceed
Case Officer Review Completed,Hybrid,IC-146806-T6D4,20/12/2021,2021/22,09-Dec,Q3,21/04/2022,2022/23,Q1,01-Apr,"Finance, insurance and credit",Financial services and advice,Art 15 - Right of access,PayPal,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-151782-V9B3,19/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Education and childcare,Maintained schools,Art 32 - Security of processing,Pentrehafod School,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-151632-T8L8,20/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,Health,General Practitioner,Art 32 - Security of processing,Pocklington Group Practice,Informal action taken,Infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-140132-J6H6,29/10/2021,2021/22,07-Oct,Q3,21/04/2022,2022/23,Q1,01-Apr,Regulators,Ombudsman,Art 15 - Right of access,Prisons and Probation Ombudsman,No Further Action,No action,Insufficient information to proceed
Case Officer Review Completed,Hybrid,IC-138683-Q9G6,04/11/2021,2021/22,08-Nov,Q3,21/04/2022,2022/23,Q1,01-Apr,"Finance, insurance and credit",Lenders,Art 16 - Right to rectification,Provident Personal Credit Limited,Informal action taken,Potential infringement,DP complaint resolved by org
Completed,Hybrid,IC-160865-C4X5,14/03/2022,2021/22,12-Mar,Q4,21/04/2022,2022/23,Q1,01-Apr,Local government,Borough Council,Art 15 - Right of access,Rochdale Borough Council,No Further Action,No infringement,No action
Completed,Hybrid,IC-141406-Y5L4,18/11/2021,2021/22,08-Nov,Q3,21/04/2022,2022/23,Q1,01-Apr,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 17 - Right to erasure,Royal Borough of Greenwich,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-151940-V9D6,23/01/2022,2021/22,10-Jan,Q4,21/04/2022,2022/23,Q1,01-Apr,"Finance, insurance and credit",Insurance,Art 5(1)(f) - Integrity and confidentiality principle,Saga Group Limited ,No Further Action,No infringement,No action
Completed,Hybrid,IC-131829-T1S4,21/09/2021,2021/22,06-Sep,Q2,21/04/2022,2022/23,Q1,01-Apr,Retail and manufacture,Supplier of goods,Art 15 - Right of access,Sainsbury's Supermarkets Ltd,No Further Action,No action,Insufficient information to proceed
